Period,Number,BigSmall,Color
20260527099997401,1,Small,Green
20260527099997400,8,Big,Red
20260527099997399,5,Big,Green Violet
20260527099997398,7,Big,Green
20260527099997397,5,Big,Green Violet
20260527099997396,0,Small,Red Violet
20260527099997395,7,Big,Green
20260527099997394,9,Big,Green
20260527099997393,9,Big,Green
20260527099997392,6,Big,Red
20260527099997391,1,Small,Green
20260527099997390,5,Big,Green Violet
20260527099997389,0,Small,Red Violet
20260527099997388,6,Big,Red
20260527099997387,7,Big,Green
20260527099997386,8,Big,Red
20260527099997385,4,Small,Red
20260527099997384,4,Small,Red
20260527099997383,9,Big,Green
20260527099997382,8,Big,Red
20260527099997381,1,Small,Green
20260527099997380,0,Small,Red Violet
20260527099997379,7,Big,Green
20260527099997378,3,Small,Green
20260527099997377,0,Small,Red Violet
20260527099997376,2,Small,Red
20260527099997375,7,Big,Green
20260527099997374,5,Big,Green Violet
20260527099997373,9,Big,Green
20260527099997372,2,Small,Red
20260527099997371,6,Big,Red
20260527099997370,8,Big,Red
20260527099997369,3,Small,Green
20260527099997368,4,Small,Red
20260527099997367,3,Small,Green
20260527099997366,7,Big,Green
20260527099997365,8,Big,Red
20260527099997364,0,Small,Red Violet
20260527099997363,2,Small,Red
20260527099997362,9,Big,Green
20260527099997361,4,Small,Red
20260527099997360,5,Big,Green Violet
20260527099997359,4,Small,Red
20260527099997358,8,Big,Red
20260527099997357,1,Small,Green
20260527099997356,4,Small,Red
20260527099997355,6,Big,Red
20260527099997354,4,Small,Red
20260527099997353,4,Small,Red
20260527099997352,0,Small,Red Violet
20260527099997351,6,Big,Red
20260527099997350,6,Big,Red
20260527099997349,3,Small,Green
20260527099997348,3,Small,Green
20260527099997347,6,Big,Red
20260527099997346,7,Big,Green
20260527099997345,4,Small,Red
20260527099997344,3,Small,Green
20260527099997343,2,Small,Red
20260527099997342,6,Big,Red
20260527099997341,1,Small,Green
20260527099997340,6,Big,Red
20260527099997339,1,Small,Green
20260527099997338,5,Big,Green Violet
20260527099997337,4,Small,Red
20260527099997336,2,Small,Red
20260527099997335,0,Small,Red Violet
20260527099997334,4,Small,Red
20260527099997333,5,Big,Green Violet
20260527099997332,5,Big,Green Violet
20260527099997331,9,Big,Green
20260527099997330,2,Small,Red
20260527099997329,6,Big,Red
20260527099997328,5,Big,Green Violet
20260527099997327,2,Small,Red
20260527099997326,4,Small,Red
20260527099997325,4,Small,Red
20260527099997324,4,Small,Red
20260527099997323,9,Big,Green
20260527099997322,4,Small,Red
20260527099997321,1,Small,Green
20260527099997320,7,Big,Green
20260527099997319,3,Small,Green
20260527099997318,6,Big,Red
20260527099997317,5,Big,Green Violet
20260527099997316,5,Big,Green Violet
20260527099997315,9,Big,Green
20260527099997314,1,Small,Green
20260527099997313,0,Small,Red Violet
20260527099997312,9,Big,Green
20260527099997311,1,Small,Green
20260527099997310,7,Big,Green
20260527099997309,4,Small,Red
20260527099997308,3,Small,Green
20260527099997307,9,Big,Green
20260527099997306,9,Big,Green
20260527099997305,7,Big,Green
20260527099997304,5,Big,Green Violet
20260527099997303,7,Big,Green
20260527099997302,9,Big,Green
20260527099997301,7,Big,Green
20260527099997300,2,Small,Red
20260527099997299,1,Small,Green
20260527099997298,9,Big,Green
20260527099997297,2,Small,Red
20260527099997296,7,Big,Green
20260527099997295,1,Small,Green
20260527099997294,4,Small,Red
20260527099997293,3,Small,Green
20260527099997292,1,Small,Green
20260527099997291,9,Big,Green
20260527099997290,6,Big,Red
20260527099997289,3,Small,Green
20260527099997288,8,Big,Red
20260527099997287,5,Big,Green Violet
20260527099997286,1,Small,Green
20260527099997285,9,Big,Green
20260527099997284,5,Big,Green Violet
20260527099997283,1,Small,Green
20260527099997282,3,Small,Green
20260527099997281,0,Small,Red Violet
20260527099997280,6,Big,Red
20260527099997279,8,Big,Red
20260527099997278,5,Big,Green Violet
20260527099997277,0,Small,Red Violet
20260527099997276,4,Small,Red
20260527099997275,3,Small,Green
20260527099997274,5,Big,Green Violet
20260527099997273,8,Big,Red
20260527099997272,5,Big,Green Violet
20260527099997271,3,Small,Green
20260527099997270,7,Big,Green
20260527099997269,3,Small,Green
20260527099997268,9,Big,Green
20260527099997267,3,Small,Green
20260527099997266,9,Big,Green
20260527099997265,1,Small,Green
20260527099997264,7,Big,Green
20260527099997263,1,Small,Green
20260527099997262,7,Big,Green
20260527099997261,6,Big,Red
20260527099997260,2,Small,Red
20260527099997259,2,Small,Red
20260527099997258,1,Small,Green
20260527099997257,3,Small,Green
20260527099997256,6,Big,Red
20260527099997255,0,Small,Red Violet
20260527099997254,7,Big,Green
20260527099997253,8,Big,Red
20260527099997252,0,Small,Red Violet
20260527099997251,7,Big,Green
20260527099997250,4,Small,Red
20260527099997249,9,Big,Green
20260527099997248,6,Big,Red
20260527099997247,6,Big,Red
20260527099997246,7,Big,Green
20260527099997245,2,Small,Red
20260527099997244,3,Small,Green
20260527099997243,7,Big,Green
20260527099997242,8,Big,Red
20260527099997241,8,Big,Red
20260527099997240,1,Small,Green
20260527099997239,3,Small,Green
20260527099997238,8,Big,Red
20260527099997237,9,Big,Green
20260527099997236,4,Small,Red
20260527099997235,0,Small,Red Violet
20260527099997234,4,Small,Red
20260527099997233,2,Small,Red
20260527099997232,6,Big,Red
20260527099997231,0,Small,Red Violet
20260527099997230,6,Big,Red
20260527099997229,6,Big,Red
20260527099997228,4,Small,Red
20260527099997227,0,Small,Red Violet
20260527099997226,5,Big,Green Violet
20260527099997225,0,Small,Red Violet
20260527099997224,9,Big,Green
20260527099997223,6,Big,Red
20260527099997222,9,Big,Green
20260527099997221,9,Big,Green
20260527099997220,5,Big,Green Violet
20260527099997219,1,Small,Green
20260527099997218,4,Small,Red
20260527099997217,3,Small,Green
20260527099997216,1,Small,Green
20260527099997215,1,Small,Green
20260527099997214,0,Small,Red Violet
20260527099997213,4,Small,Red
20260527099997212,4,Small,Red
20260527099997211,9,Big,Green
20260527099997210,4,Small,Red
20260527099997209,1,Small,Green
20260527099997208,2,Small,Red
20260527099997207,4,Small,Red
20260527099997206,5,Big,Green Violet
20260527099997205,1,Small,Green
20260527099997204,6,Big,Red
20260527099997203,3,Small,Green
20260527099997202,4,Small,Red
20260527099997201,5,Big,Green Violet
20260527099997200,6,Big,Red
20260527099997199,4,Small,Red
20260527099997198,8,Big,Red
20260527099997197,4,Small,Red
20260527099997196,2,Small,Red
20260527099997195,6,Big,Red
20260527099997194,0,Small,Red Violet
20260527099997193,2,Small,Red
20260527099997192,6,Big,Red
20260527099997191,5,Big,Green Violet
20260527099997190,7,Big,Green
20260527099997189,4,Small,Red
20260527099997188,6,Big,Red
20260527099997187,7,Big,Green
20260527099997186,4,Small,Red
20260527099997185,5,Big,Green Violet
20260527099997184,9,Big,Green
20260527099997183,5,Big,Green Violet
20260527099997182,8,Big,Red
20260527099997181,2,Small,Red
20260527099997180,9,Big,Green
20260527099997179,1,Small,Green
20260527099997178,4,Small,Red
20260527099997177,3,Small,Green
20260527099997176,5,Big,Green Violet
20260527099997175,9,Big,Green
20260527099997174,1,Small,Green
20260527099997173,4,Small,Red
20260527099997172,9,Big,Green
20260527099997171,4,Small,Red
20260527099997170,0,Small,Red Violet
20260527099997169,9,Big,Green
20260527099997168,0,Small,Red Violet
20260527099997167,2,Small,Red
20260527099997166,7,Big,Green
20260527099997165,6,Big,Red
20260527099997164,2,Small,Red
20260527099997163,3,Small,Green
20260527099997162,6,Big,Red
20260527099997161,2,Small,Red
20260527099997160,0,Small,Red Violet
20260527099997159,6,Big,Red
20260527099997158,5,Big,Green Violet
20260527099997157,5,Big,Green Violet
20260527099997156,3,Small,Green
20260527099997155,4,Small,Red
20260527099997154,3,Small,Green
20260527099997153,5,Big,Green Violet
20260527099997152,9,Big,Green
20260527099997151,1,Small,Green
20260527099997150,8,Big,Red
20260527099997149,4,Small,Red
20260527099997148,9,Big,Green
20260527099997147,3,Small,Green
20260527099997146,4,Small,Red
20260527099997145,5,Big,Green Violet
20260527099997144,3,Small,Green
20260527099997143,1,Small,Green
20260527099997142,6,Big,Red
20260527099997141,3,Small,Green
20260527099997140,0,Small,Red Violet
20260527099997139,2,Small,Red
20260527099997138,5,Big,Green Violet
20260527099997137,8,Big,Red
20260527099997136,2,Small,Red
20260527099997135,0,Small,Red Violet
20260527099997134,4,Small,Red
20260527099997133,0,Small,Red Violet
20260527099997132,2,Small,Red
20260527099997131,3,Small,Green
20260527099997130,3,Small,Green
20260527099997129,3,Small,Green
20260527099997128,7,Big,Green
20260527099997127,2,Small,Red
20260527099997126,0,Small,Red Violet
20260527099997125,0,Small,Red Violet
20260527099997124,0,Small,Red Violet
20260527099997123,3,Small,Green
20260527099997122,0,Small,Red Violet
20260527099997121,8,Big,Red
20260527099997120,7,Big,Green
20260527099997119,8,Big,Red
20260527099997118,8,Big,Red
20260527099997117,6,Big,Red
20260527099997116,0,Small,Red Violet
20260527099997115,4,Small,Red
20260527099997114,3,Small,Green
20260527099997113,6,Big,Red
20260527099997112,7,Big,Green
20260527099997111,7,Big,Green
20260527099997110,5,Big,Green Violet
20260527099997109,4,Small,Red
20260527099997108,5,Big,Green Violet
20260527099997107,7,Big,Green
20260527099997106,6,Big,Red
20260527099997105,2,Small,Red
20260527099997104,6,Big,Red
20260527099997103,8,Big,Red
20260527099997102,6,Big,Red
20260527099997101,6,Big,Red
20260527099997100,4,Small,Red
20260527099997099,3,Small,Green
20260527099997098,8,Big,Red
20260527099997097,1,Small,Green
20260527099997096,2,Small,Red
20260527099997095,5,Big,Green Violet
20260527099997094,4,Small,Red
20260527099997093,6,Big,Red
20260527099997092,3,Small,Green
20260527099997091,4,Small,Red
20260527099997090,1,Small,Green
20260527099997089,3,Small,Green
20260527099997088,7,Big,Green
20260527099997087,6,Big,Red
20260527099997086,7,Big,Green
20260527099997085,1,Small,Green
20260527099997084,0,Small,Red Violet
20260527099997083,8,Big,Red
20260527099997082,0,Small,Red Violet
20260527099997081,5,Big,Green Violet
20260527099997080,7,Big,Green
20260527099997079,8,Big,Red
20260527099997078,1,Small,Green
20260527099997077,5,Big,Green Violet
20260527099997076,0,Small,Red Violet
20260527099997075,5,Big,Green Violet
20260527099997074,3,Small,Green
20260527099997073,7,Big,Green
20260527099997072,7,Big,Green
20260527099997071,0,Small,Red Violet
20260527099997070,7,Big,Green
20260527099997069,0,Small,Red Violet
20260527099997068,8,Big,Red
20260527099997067,3,Small,Green
20260527099997066,7,Big,Green
20260527099997065,0,Small,Red Violet
20260527099997064,4,Small,Red
20260527099997063,0,Small,Red Violet
20260527099997062,5,Big,Green Violet
20260527099997061,2,Small,Red
20260527099997060,9,Big,Green
20260527099997059,8,Big,Red
20260527099997058,2,Small,Red
20260527099997057,9,Big,Green
20260527099997056,0,Small,Red Violet
20260527099997055,6,Big,Red
20260527099997054,0,Small,Red Violet
20260527099997053,4,Small,Red
20260527099997052,3,Small,Green
20260527099997051,5,Big,Green Violet
20260527099997050,7,Big,Green
20260527099997049,4,Small,Red
20260527099997048,5,Big,Green Violet
20260527099997047,4,Small,Red
20260527099997046,7,Big,Green
20260527099997045,1,Small,Green
20260527099997044,5,Big,Green Violet
20260527099997043,0,Small,Red Violet
20260527099997042,8,Big,Red
20260527099997041,1,Small,Green
20260527099997040,5,Big,Green Violet
20260527099997039,5,Big,Green Violet
20260527099997038,3,Small,Green
20260527099997037,6,Big,Red
20260527099997036,2,Small,Red
20260527099997035,1,Small,Green
20260527099997034,2,Small,Red
20260527099997033,6,Big,Red
20260527099997032,7,Big,Green
20260527099997031,6,Big,Red
20260527099997030,7,Big,Green
20260527099997029,9,Big,Green
20260527099997028,1,Small,Green
20260527099997027,3,Small,Green
20260527099997026,5,Big,Green Violet
20260527099997025,2,Small,Red
20260527099997024,8,Big,Red
20260527099997023,9,Big,Green
20260527099997022,0,Small,Red Violet
20260527099997021,4,Small,Red
20260527099997020,5,Big,Green Violet
20260527099997019,7,Big,Green
20260527099997018,9,Big,Green
20260527099997017,6,Big,Red
20260527099997016,1,Small,Green
20260527099997015,8,Big,Red
20260527099997014,4,Small,Red
20260527099997013,2,Small,Red
20260527099997012,2,Small,Red
20260527099997011,5,Big,Green Violet
20260527099997010,7,Big,Green
20260527099997009,9,Big,Green
20260527099997008,7,Big,Green
20260527099997007,1,Small,Green
20260527099997006,5,Big,Green Violet
20260527099997005,8,Big,Red
20260527099997004,4,Small,Red
20260527099997003,7,Big,Green
20260527099997002,3,Small,Green
20260527099997001,7,Big,Green
20260527099997000,5,Big,Green Violet
20260527099996999,2,Small,Red
20260527099996998,9,Big,Green
20260527099996997,4,Small,Red
20260527099996996,8,Big,Red
20260527099996995,7,Big,Green
20260527099996994,1,Small,Green
20260527099996993,9,Big,Green
20260527099996992,8,Big,Red
20260527099996991,3,Small,Green
20260527099996990,9,Big,Green
20260527099996989,3,Small,Green
20260527099996988,0,Small,Red Violet
20260527099996987,8,Big,Red
20260527099996986,5,Big,Green Violet
20260527099996985,5,Big,Green Violet
20260527099996984,3,Small,Green
20260527099996983,5,Big,Green Violet
20260527099996982,0,Small,Red Violet
20260527099996981,0,Small,Red Violet
20260527099996980,1,Small,Green
20260527099996979,0,Small,Red Violet
20260527099996978,9,Big,Green
20260527099996977,9,Big,Green
20260527099996976,1,Small,Green
20260527099996975,1,Small,Green
20260527099996974,2,Small,Red
20260527099996973,8,Big,Red
20260527099996972,0,Small,Red Violet
20260527099996971,2,Small,Red
20260527099996970,5,Big,Green Violet
20260527099996969,4,Small,Red
20260527099996968,5,Big,Green Violet
20260527099996967,2,Small,Red
20260527099996966,6,Big,Red
20260527099996965,9,Big,Green
20260527099996964,5,Big,Green Violet
20260527099996963,9,Big,Green
20260527099996962,9,Big,Green
20260527099996961,9,Big,Green
20260527099996960,2,Small,Red
20260527099996959,3,Small,Green
20260527099996958,8,Big,Red
20260527099996957,0,Small,Red Violet
20260527099996956,4,Small,Red
20260527099996955,3,Small,Green
20260527099996954,8,Big,Red
20260527099996953,5,Big,Green Violet
20260527099996952,5,Big,Green Violet
20260527099996951,7,Big,Green
20260527099996950,7,Big,Green
20260527099996949,9,Big,Green
20260527099996948,5,Big,Green Violet
20260527099996947,2,Small,Red
20260527099996946,9,Big,Green
20260527099996945,2,Small,Red
20260527099996944,8,Big,Red
20260527099996943,6,Big,Red
20260527099996942,8,Big,Red
20260527099996941,2,Small,Red
20260527099996940,6,Big,Red
20260527099996939,5,Big,Green Violet
20260527099996938,2,Small,Red
20260527099996937,0,Small,Red Violet
20260527099996936,6,Big,Red
20260527099996935,6,Big,Red
20260527099996934,2,Small,Red
20260527099996933,4,Small,Red
20260527099996932,0,Small,Red Violet
20260527099996931,6,Big,Red
20260527099996930,5,Big,Green Violet
20260527099996929,0,Small,Red Violet
20260527099996928,9,Big,Green
20260527099996927,7,Big,Green
20260527099996926,6,Big,Red
20260527099996925,8,Big,Red
20260527099996924,3,Small,Green
20260527099996923,6,Big,Red
20260527099996922,5,Big,Green Violet
20260527099996921,1,Small,Green
20260527099996920,4,Small,Red
20260527099996919,7,Big,Green
20260527099996918,8,Big,Red
20260527099996917,3,Small,Green
20260527099996916,3,Small,Green
20260527099996915,8,Big,Red
20260527099996914,8,Big,Red
20260527099996913,6,Big,Red
20260527099996912,5,Big,Green Violet
20260527099996911,0,Small,Red Violet
20260527099996910,3,Small,Green
20260527099996909,7,Big,Green
20260527099996908,1,Small,Green
20260527099996907,4,Small,Red
20260527099996906,0,Small,Red Violet
20260527099996905,7,Big,Green
20260527099996904,8,Big,Red
20260527099996903,7,Big,Green
20260527099996902,7,Big,Green
20260527099996901,1,Small,Green
20260527099996900,4,Small,Red
20260527099996899,8,Big,Red
20260527099996898,8,Big,Red
20260527099996897,3,Small,Green
20260527099996896,0,Small,Red Violet
20260527099996895,2,Small,Red
20260527099996894,6,Big,Red
20260527099996893,7,Big,Green
20260527099996892,5,Big,Green Violet
20260527099996891,9,Big,Green
20260527099996890,8,Big,Red
20260527099996889,2,Small,Red
20260527099996888,5,Big,Green Violet
20260527099996887,2,Small,Red
20260527099996886,7,Big,Green
20260527099996885,3,Small,Green
20260527099996884,1,Small,Green
20260527099996883,6,Big,Red
20260527099996882,7,Big,Green
20260527099996881,3,Small,Green
20260527099996880,3,Small,Green
20260527099996879,9,Big,Green
20260527099996878,3,Small,Green
20260527099996877,7,Big,Green
20260527099996876,0,Small,Red Violet
20260527099996875,4,Small,Red
20260527099996874,9,Big,Green
20260527099996873,6,Big,Red
20260527099996872,5,Big,Green Violet
20260527099996871,4,Small,Red
20260527099996870,0,Small,Red Violet
20260527099996869,1,Small,Green
20260527099996868,2,Small,Red
20260527099996867,0,Small,Red Violet
20260527099996866,2,Small,Red
20260527099996865,9,Big,Green
20260527099996864,2,Small,Red
20260527099996863,8,Big,Red
20260527099996862,4,Small,Red
20260527099996861,7,Big,Green
20260527099996860,2,Small,Red
20260527099996859,5,Big,Green Violet
20260527099996858,0,Small,Red Violet
20260527099996857,2,Small,Red
20260527099996856,7,Big,Green
20260527099996855,0,Small,Red Violet
20260527099996854,5,Big,Green Violet
20260527099996853,0,Small,Red Violet
20260527099996852,4,Small,Red
20260527099996851,1,Small,Green
20260527099996850,5,Big,Green Violet
20260527099996849,1,Small,Green
20260527099996848,9,Big,Green
20260527099996847,8,Big,Red
20260527099996846,1,Small,Green
20260527099996845,8,Big,Red
20260527099996844,3,Small,Green
20260527099996843,6,Big,Red
20260527099996842,1,Small,Green
20260527099996841,9,Big,Green
20260527099996840,5,Big,Green Violet
20260527099996839,3,Small,Green
20260527099996838,7,Big,Green
20260527099996837,2,Small,Red
20260527099996836,5,Big,Green Violet
20260527099996835,4,Small,Red
20260527099996834,1,Small,Green
20260527099996833,8,Big,Red
20260527099996832,8,Big,Red
20260527099996831,6,Big,Red
20260527099996830,2,Small,Red
20260527099996829,6,Big,Red
20260527099996828,4,Small,Red
20260527099996827,9,Big,Green
20260527099996826,4,Small,Red
20260527099996825,3,Small,Green
20260527099996824,2,Small,Red
20260527099996823,5,Big,Green Violet
20260527099996822,6,Big,Red
20260527099996821,5,Big,Green Violet
20260527099996820,4,Small,Red
20260527099996819,4,Small,Red
20260527099996818,0,Small,Red Violet
20260527099996817,4,Small,Red
20260527099996816,4,Small,Red
20260527099996815,7,Big,Green
20260527099996814,6,Big,Red
20260527099996813,1,Small,Green
20260527099996812,0,Small,Red Violet
20260527099996811,5,Big,Green Violet
20260527099996810,1,Small,Green
20260527099996809,4,Small,Red
20260527099996808,8,Big,Red
20260527099996807,8,Big,Red
20260527099996806,2,Small,Red
20260527099996805,2,Small,Red
20260527099996804,1,Small,Green
20260527099996803,5,Big,Green Violet
20260527099996802,4,Small,Red
20260527099996801,7,Big,Green
20260527099996800,3,Small,Green
20260527099996799,0,Small,Red Violet
20260527099996798,1,Small,Green
20260527099996797,7,Big,Green
20260527099996796,4,Small,Red
20260527099996795,2,Small,Red
20260527099996794,5,Big,Green Violet
20260527099996793,9,Big,Green
20260527099996792,8,Big,Red
20260527099996791,4,Small,Red
20260527099996790,1,Small,Green
20260527099996789,8,Big,Red
20260527099996788,1,Small,Green
20260527099996787,5,Big,Green Violet
20260527099996786,0,Small,Red Violet
20260527099996785,5,Big,Green Violet
20260527099996784,2,Small,Red
20260527099996783,6,Big,Red
20260527099996782,2,Small,Red
20260527099996781,1,Small,Green
20260527099996780,4,Small,Red
20260527099996779,4,Small,Red
20260527099996778,3,Small,Green
20260527099996777,5,Big,Green Violet
20260527099996776,5,Big,Green Violet
20260527099996775,8,Big,Red
20260527099996774,3,Small,Green
20260527099996773,9,Big,Green
20260527099996772,7,Big,Green
20260527099996771,8,Big,Red
20260527099996770,4,Small,Red
20260527099996769,0,Small,Red Violet
20260527099996768,3,Small,Green
20260527099996767,2,Small,Red
20260527099996766,0,Small,Red Violet
20260527099996765,1,Small,Green
20260527099996764,7,Big,Green
20260527099996763,2,Small,Red
20260527099996762,5,Big,Green Violet
20260527099996761,6,Big,Red
20260527099996760,6,Big,Red
20260527099996759,1,Small,Green
20260527099996758,6,Big,Red
20260527099996757,5,Big,Green Violet
20260527099996756,9,Big,Green
20260527099996755,0,Small,Red Violet
20260527099996754,3,Small,Green
20260527099996753,0,Small,Red Violet
20260527099996752,3,Small,Green
20260527099996751,0,Small,Red Violet
20260527099996750,8,Big,Red
20260527099996749,2,Small,Red
20260527099996748,9,Big,Green
20260527099996747,2,Small,Red
20260527099996746,1,Small,Green
20260527099996745,7,Big,Green
20260527099996744,5,Big,Green Violet
20260527099996743,6,Big,Red
20260527099996742,3,Small,Green
20260527099996741,2,Small,Red
20260527099996740,0,Small,Red Violet
20260527099996739,6,Big,Red
20260527099996738,0,Small,Red Violet
20260527099996737,6,Big,Red
20260527099996736,8,Big,Red
20260527099996735,7,Big,Green
20260527099996734,3,Small,Green
20260527099996733,2,Small,Red
20260527099996732,6,Big,Red
20260527099996731,0,Small,Red Violet
20260527099996730,1,Small,Green
20260527099996729,6,Big,Red
20260527099996728,2,Small,Red
20260527099996727,9,Big,Green
20260527099996726,9,Big,Green
20260527099996725,6,Big,Red
20260527099996724,5,Big,Green Violet
20260527099996723,5,Big,Green Violet
20260527099996722,3,Small,Green
20260527099996721,6,Big,Red
20260527099996720,1,Small,Green
20260527099996719,5,Big,Green Violet
20260527099996718,5,Big,Green Violet
20260527099996717,5,Big,Green Violet
20260527099996716,3,Small,Green
20260527099996715,4,Small,Red
20260527099996714,6,Big,Red
20260527099996713,8,Big,Red
20260527099996712,9,Big,Green
20260527099996711,4,Small,Red
20260527099996710,5,Big,Green Violet
20260527099996709,0,Small,Red Violet
20260527099996708,0,Small,Red Violet
20260527099996707,3,Small,Green
20260527099996706,6,Big,Red
20260527099996705,2,Small,Red
20260527099996704,1,Small,Green
20260527099996703,8,Big,Red
20260527099996702,8,Big,Red
20260527099996701,6,Big,Red
20260527099996700,0,Small,Red Violet
20260527099996699,1,Small,Green
20260527099996698,5,Big,Green Violet
20260527099996697,0,Small,Red Violet
20260527099996696,4,Small,Red
20260527099996695,0,Small,Red Violet
20260527099996694,3,Small,Green
20260527099996693,3,Small,Green
20260527099996692,3,Small,Green
20260527099996691,9,Big,Green
20260527099996690,1,Small,Green
20260527099996689,7,Big,Green
20260527099996688,4,Small,Red
20260527099996687,5,Big,Green Violet
20260527099996686,4,Small,Red
20260527099996685,4,Small,Red
20260527099996684,8,Big,Red
20260527099996683,2,Small,Red
20260527099996682,5,Big,Green Violet
20260527099996681,5,Big,Green Violet
20260527099996680,4,Small,Red
20260527099996679,8,Big,Red
20260527099996678,3,Small,Green
20260527099996677,6,Big,Red
20260527099996676,9,Big,Green
20260527099996675,4,Small,Red
20260527099996674,6,Big,Red
20260527099996673,2,Small,Red
20260527099996672,2,Small,Red
20260527099996671,6,Big,Red
20260527099996670,1,Small,Green
20260527099996669,5,Big,Green Violet
20260527099996668,8,Big,Red
20260527099996667,8,Big,Red
20260527099996666,1,Small,Green
20260527099996665,3,Small,Green
20260527099996664,7,Big,Green
20260527099996663,5,Big,Green Violet
20260527099996662,6,Big,Red
20260527099996661,1,Small,Green
20260527099996660,1,Small,Green
20260527099996659,7,Big,Green
20260527099996658,3,Small,Green
20260527099996657,2,Small,Red
20260527099996656,7,Big,Green
20260527099996655,9,Big,Green
20260527099996654,9,Big,Green
20260527099996653,8,Big,Red
20260527099996652,7,Big,Green
20260527099996651,0,Small,Red Violet
20260527099996650,3,Small,Green
20260527099996649,2,Small,Red
20260527099996648,4,Small,Red
20260527099996647,1,Small,Green
20260527099996646,8,Big,Red
20260527099996645,3,Small,Green
20260527099996644,2,Small,Red
20260527099996643,8,Big,Red
20260527099996642,2,Small,Red
20260527099996641,4,Small,Red
20260527099996640,3,Small,Green
20260527099996639,8,Big,Red
20260527099996638,2,Small,Red
20260527099996637,4,Small,Red
20260527099996636,9,Big,Green
20260527099996635,1,Small,Green
20260527099996634,7,Big,Green
20260527099996633,2,Small,Red
20260527099996632,4,Small,Red
20260527099996631,0,Small,Red Violet
20260527099996630,7,Big,Green
20260527099996629,3,Small,Green
20260527099996628,8,Big,Red
20260527099996627,5,Big,Green Violet
20260527099996626,4,Small,Red
20260527099996625,3,Small,Green
20260527099996624,4,Small,Red
20260527099996623,9,Big,Green
20260527099996622,7,Big,Green
20260527099996621,3,Small,Green
20260527099996620,4,Small,Red
20260527099996619,3,Small,Green
20260527099996618,0,Small,Red Violet
20260527099996617,0,Small,Red Violet
20260527099996616,9,Big,Green
20260527099996615,0,Small,Red Violet
20260527099996614,8,Big,Red
20260527099996613,9,Big,Green
20260527099996612,4,Small,Red
20260527099996611,2,Small,Red
20260527099996610,3,Small,Green
20260527099996609,2,Small,Red
20260527099996608,0,Small,Red Violet
20260527099996607,7,Big,Green
20260527099996606,7,Big,Green
20260527099996605,1,Small,Green
20260527099996604,1,Small,Green
20260527099996603,0,Small,Red Violet
20260527099996602,2,Small,Red
20260527099996601,5,Big,Green Violet
20260527099996600,2,Small,Red
20260527099996599,9,Big,Green
20260527099996598,4,Small,Red
20260527099996597,4,Small,Red
20260527099996596,9,Big,Green
20260527099996595,4,Small,Red
20260527099996594,7,Big,Green
20260527099996593,2,Small,Red
20260527099996592,1,Small,Green
20260527099996591,4,Small,Red
20260527099996590,5,Big,Green Violet
20260527099996589,7,Big,Green
20260527099996588,0,Small,Red Violet
20260527099996587,9,Big,Green
20260527099996586,8,Big,Red
20260527099996585,0,Small,Red Violet
20260527099996584,6,Big,Red
20260527099996583,0,Small,Red Violet
20260527099996582,8,Big,Red
20260527099996581,0,Small,Red Violet
20260527099996580,2,Small,Red
20260527099996579,7,Big,Green
20260527099996578,3,Small,Green
20260527099996577,1,Small,Green
20260527099996576,3,Small,Green
20260527099996575,5,Big,Green Violet
20260527099996574,7,Big,Green
20260527099996573,1,Small,Green
20260527099996572,7,Big,Green
20260527099996571,3,Small,Green
20260527099996570,1,Small,Green
20260527099996569,4,Small,Red
20260527099996568,7,Big,Green
20260527099996567,6,Big,Red
20260527099996566,0,Small,Red Violet
20260527099996565,7,Big,Green
20260527099996564,8,Big,Red
20260527099996563,3,Small,Green
20260527099996562,3,Small,Green
20260527099996561,1,Small,Green
20260527099996560,5,Big,Green Violet
20260527099996559,5,Big,Green Violet
20260527099996558,1,Small,Green
20260527099996557,5,Big,Green Violet
20260527099996556,0,Small,Red Violet
20260527099996555,3,Small,Green
20260527099996554,5,Big,Green Violet
20260527099996553,6,Big,Red
20260527099996552,3,Small,Green
20260527099996551,2,Small,Red
20260527099996550,9,Big,Green
20260527099996549,6,Big,Red
20260527099996548,4,Small,Red
20260527099996547,9,Big,Green
20260527099996546,0,Small,Red Violet
20260527099996545,6,Big,Red
20260527099996544,0,Small,Red Violet
20260527099996543,6,Big,Red
20260527099996542,5,Big,Green Violet
20260527099996541,2,Small,Red
20260527099996540,5,Big,Green Violet
20260527099996539,4,Small,Red
20260527099996538,6,Big,Red
20260527099996537,9,Big,Green
20260527099996536,7,Big,Green
20260527099996535,0,Small,Red Violet
20260527099996534,9,Big,Green
20260527099996533,9,Big,Green
20260527099996532,9,Big,Green
20260527099996531,1,Small,Green
20260527099996530,2,Small,Red
20260527099996529,9,Big,Green
20260527099996528,0,Small,Red Violet
20260527099996527,3,Small,Green
20260527099996526,7,Big,Green
20260527099996525,0,Small,Red Violet
20260527099996524,9,Big,Green
20260527099996523,2,Small,Red
20260527099996522,1,Small,Green
20260527099996521,5,Big,Green Violet
20260527099996520,7,Big,Green
20260527099996519,5,Big,Green Violet
20260527099996518,7,Big,Green
20260527099996517,9,Big,Green
20260527099996516,9,Big,Green
20260527099996515,0,Small,Red Violet
20260527099996514,6,Big,Red
20260527099996513,0,Small,Red Violet
20260527099996512,2,Small,Red
20260527099996511,0,Small,Red Violet
20260527099996510,0,Small,Red Violet
